,ID,eventSec,matchPeriod,subEventName,startingX,startingY,finishingX,finishingY,playerFirstName,role_x,playerName,recipientFirstName,role_y,recipientName,clubName,countryName,dateutc,groupName,label,Tag_1_Description,Tag_2_Description,Tag_3_Description,Tag_4_Description,Tag_5_Description,Tag_6_Description
11538,60658.0,2123.056181,2H,Smart pass,80.0,18.0,93.0,24.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,Yannick,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Y. Carrasco,Manchester City FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Accurate,,,,,
99586,60662.0,2130.8637660000004,2H,Cross,96.0,30.0,91.0,54.0,Kevin,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. De Bruyne,Michy,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Batshuayi,Manchester City FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Key pass,Left foot,Accurate,,,
58209,60743.0,2494.7726599999996,2H,Smart pass,57.0,75.0,75.0,84.0,Hamdi ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Nagguez,,,,,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Not accurate,,,,,
94574,60774.0,2655.6194809999997,2H,High pass,70.0,82.0,87.0,40.0,Youri,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Tielemans,,,,AS Monaco FC,Belgium,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Assist,Through,Not accurate,,,
11315,60813.0,2842.794812,2H,Smart pass,67.0,95.0,92.0,75.0,Fakhreddine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",F. Ben Youssef,Hamdi ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Nagguez,,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Accurate,,,,,
99636,60814.0,2843.841383,2H,Cross,92.0,75.0,90.0,57.0,Hamdi ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Nagguez,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,,Tunisia,2018-06-23 12:00:00,Group G,"Belgium - Tunisia, 5 - 2",Assist,Right foot,Accurate,,,
89513,60882.0,258.06469400000003,1H,Simple pass,78.0,66.0,85.0,44.0,Edgar Yoel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. B\u00e1rcenas,An\u00edbal Cesis,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Godoy,,Panama,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Key pass,Accurate,,,,
95158,60917.0,467.617258,1H,Corner,100.0,100.0,90.0,47.0,Kieran,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. Trippier,Harry ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Maguire,Tottenham Hotspur FC,England,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Assist,High,Accurate,,,
89512,61049.0,911.488865,1H,Simple pass,79.0,80.0,75.0,69.0,Michael Amir,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Murillo,Edgar Yoel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. B\u00e1rcenas,,Panama,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Key pass,Accurate,,,,
74154,61217.0,1725.061052,1H,Smart pass,71.0,46.0,86.0,31.0,Armando Enrique,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Cooper,,,,,Panama,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Through,Not accurate,,,,
95111,61257.0,1885.5096760000001,1H,Free kick cross,69.0,67.0,97.0,34.0,Kieran,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. Trippier,Harry ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Maguire,Tottenham Hotspur FC,England,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Key pass,High,Accurate,,,
60506,61289.0,2046.9813640000002,1H,Smart pass,41.0,8.0,57.0,14.0,Jos\u00e9 Luis,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Rodriguez,,,,,Panama,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Not accurate,,,,,
89566,61313.0,2109.802659,1H,Simple pass,81.0,29.0,80.0,44.0,Raheem Shaquille,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Sterling,Jesse,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Lingard,Manchester City FC,England,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Assist,Accurate,,,,
88854,61348.0,2352.241619,1H,Smart pass,79.0,40.0,95.0,67.0,Jordan Brian,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Henderson,Harry,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Kane,Liverpool FC,England,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Through,Accurate,,,,
101691,61349.0,2353.628789,1H,Cross,95.0,67.0,96.0,50.0,Harry,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Kane,Raheem Shaquille,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Sterling,Tottenham Hotspur FC,England,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Key pass,Head/body,High,Accurate,,
89511,61364.0,2515.278785,1H,Simple pass,80.0,63.0,82.0,51.0,Raheem Shaquille,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Sterling,Jesse,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Lingard,Manchester City FC,England,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Key pass,Accurate,,,,
88857,61442.0,91.70869399999992,2H,Smart pass,66.0,22.0,97.0,23.0,Harry ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Maguire,Harry,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Kane,Leicester City FC,England,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Through,Accurate,,,,
88860,61445.0,103.27594099999988,2H,Smart pass,80.0,19.0,91.0,30.0,Harry,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Kane,Raheem Shaquille,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Sterling,Tottenham Hotspur FC,England,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Through,Accurate,,,,
74155,61480.0,185.9763079999998,2H,Smart pass,79.0,79.0,91.0,57.0,Edgar Yoel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. B\u00e1rcenas,,,,,Panama,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Through,Not accurate,,,,
88861,61483.0,197.7725230000001,2H,Smart pass,53.0,45.0,80.0,32.0,Harry,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",H. Kane,Raheem Shaquille,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Sterling,Tottenham Hotspur FC,England,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Through,Accurate,,,,
100807,61737.0,964.0901020000001,2H,Shot,80.0,62.0,0.0,0.0,Ruben,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",R. Loftus-Cheek,,,,Chelsea FC,England,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Assist,Left foot,Blocked,Opportunity,,
99556,61784.0,1222.4434780000001,2H,Smart pass,75.0,81.0,95.0,55.0,Edgar Yoel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. B\u00e1rcenas,Michael Amir,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Murillo,,Panama,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Key pass,Through,Accurate,,,
99504,61937.0,1829.391764,2H,Air duel,92.0,62.0,95.0,41.0,Abdiel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Arroyo,,,,,Panama,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Key pass,Won,Accurate,,,
95157,61964.0,1934.1352639999996,2H,Free kick cross,63.0,16.0,90.0,54.0,Ricardo,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",R. Avila,Felipe Abdiel,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Baloy,,,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Assist,High,Accurate,,,
27242,62128.0,2557.6330150000003,2H,Smart pass,61.0,29.0,70.0,2.0,Armando Enrique,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Cooper,Erick Javier,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",E. Davis,,Panama,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Accurate,,,,,
60471,62178.0,2761.854875,2H,Smart pass,66.0,93.0,97.0,84.0,Ashley ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Young,,,,Manchester United FC,England,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Not accurate,,,,,
101593,62238.0,2924.399619,2H,Cross,93.0,9.0,89.0,48.0,Erick Javier,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",E. Davis,Abdiel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Arroyo,,Panama,2018-06-24 12:00:00,Group G,"England - Panama, 6 - 1",Key pass,Left foot,High,Accurate,,
74252,62261.0,36.981532000000016,1H,Smart pass,64.0,53.0,97.0,87.0,Marcus,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Rashford,,,,Manchester United FC,England,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Through,Not accurate,,,,
95124,62452.0,704.340678,1H,Corner,100.0,0.0,98.0,64.0,Trent,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Alexander-Arnold,,,,Liverpool FC,England,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Key pass,High,Accurate,,,
89531,62474.0,779.0300609999999,1H,High pass,45.0,73.0,96.0,94.0,Eric ,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",E. Dier,Trent,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Alexander-Arnold,Tottenham Hotspur FC,England,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Key pass,Accurate,,,,
101661,62475.0,783.2026249999999,1H,Cross,96.0,94.0,91.0,56.0,Trent,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Alexander-Arnold,Jamie,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",J. Vardy,Liverpool FC,England,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Key pass,Right foot,High,Accurate,,
74255,62515.0,891.9154329999999,1H,Smart pass,58.0,96.0,89.0,67.0,Jamie,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",J. Vardy,,,,Leicester City FC,England,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Through,Not accurate,,,,
61892,62541.0,952.789884,1H,Smart pass,38.0,20.0,73.0,39.0,Thorgan,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",T. Hazard,,,,Borussia VfL M\u00f6nchengladbach,Belgium,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Not accurate,,,,,
74243,62570.0,1046.349655,1H,Smart pass,70.0,71.0,85.0,52.0,Youri,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Tielemans,,,,AS Monaco FC,Belgium,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Through,Not accurate,,,,
74244,62641.0,1370.075399,1H,Smart pass,70.0,57.0,95.0,60.0,Nacer,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Chadli,,,,West Bromwich Albion FC,Belgium,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Through,Not accurate,,,,
61854,62650.0,1394.956478,1H,Smart pass,72.0,73.0,95.0,76.0,Youri,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Tielemans,,,,AS Monaco FC,Belgium,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Not accurate,,,,,
95123,62711.0,1598.332986,1H,Corner,100.0,100.0,89.0,38.0,Thorgan,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",T. Hazard,Marouane,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Fellaini,Borussia VfL M\u00f6nchengladbach,Belgium,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Key pass,High,Accurate,,,
74253,62793.0,1788.2211590000002,1H,Smart pass,83.0,64.0,86.0,63.0,Marcus,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Rashford,,,,Manchester United FC,England,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Through,Not accurate,,,,
95125,62832.0,2027.7589990000001,1H,Corner,100.0,0.0,93.0,43.0,Trent,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Alexander-Arnold,,,,Liverpool FC,England,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Key pass,High,Accurate,,,
89572,63125.0,301.6156890000002,2H,Simple pass,71.0,69.0,89.0,71.0,Youri,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Tielemans,Adnan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Januzaj,AS Monaco FC,Belgium,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Assist,Accurate,,,,
38055,63153.0,532.5517220000002,2H,Smart pass,44.0,72.0,62.0,66.0,Eric ,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",E. Dier,,,,Tottenham Hotspur FC,England,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Accurate,,,,,
99566,63358.0,1234.987604,2H,Smart pass,64.0,51.0,86.0,43.0,Jamie,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",J. Vardy,Marcus,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Rashford,Leicester City FC,England,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Key pass,Through,Accurate,,,
61865,63387.0,1353.424341,2H,Smart pass,67.0,85.0,86.0,88.0,Nacer,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Chadli,,,,West Bromwich Albion FC,Belgium,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Not accurate,,,,,
74251,63501.0,1694.6579570000004,2H,Smart pass,75.0,64.0,85.0,66.0,Fabian,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Delph,,,,Manchester City FC,England,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Through,Not accurate,,,,
37432,63759.0,2722.738169,2H,Smart pass,65.0,64.0,95.0,84.0,Nacer,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Chadli,,,,West Bromwich Albion FC,Belgium,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Accurate,,,,,
99655,63788.0,2789.1193089999997,2H,Simple pass,73.0,28.0,95.0,30.0,Thorgan,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",T. Hazard,Marouane,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Fellaini,Borussia VfL M\u00f6nchengladbach,Belgium,2018-06-28 18:00:00,Group G,"England - Belgium, 0 - 1",Key pass,Counter attack,Accurate,,,
88782,64014.0,676.734792,1H,Smart pass,57.0,85.0,98.0,74.0,Ferjani,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Sassi,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,,Tunisia,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Through,Accurate,,,,
101635,64149.0,1131.755643,1H,Cross,93.0,94.0,92.0,41.0,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,,,,AS Saint-\u00c9tienne,Tunisia,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Key pass,Right foot,High,Accurate,,
99542,64189.0,1252.759203,1H,High pass,55.0,58.0,86.0,60.0,Ferjani,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Sassi,Na\u00efm,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Sliti,,Tunisia,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Key pass,Through,Accurate,,,
73959,64342.0,1765.186936,1H,Smart pass,60.0,3.0,75.0,19.0,Jos\u00e9 Luis,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Rodriguez,Edgar Yoel,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. B\u00e1rcenas,,Panama,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Through,Not accurate,,,,
101589,64464.0,2290.618964,1H,Cross,94.0,16.0,93.0,44.0,Oussama,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",O. Haddadi,,,,Dijon FCO,Tunisia,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Key pass,Left foot,High,Accurate,,
101731,64500.0,2439.315203,1H,Cross,83.0,16.0,91.0,62.0,Oussama,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",O. Haddadi,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,Dijon FCO,Tunisia,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Key pass,Counter attack,Left foot,High,,
99637,64722.0,314.79591600000003,2H,Cross,94.0,67.0,95.0,49.0,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,Fakhreddine,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",F. Ben Youssef,AS Saint-\u00c9tienne,Tunisia,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Assist,Right foot,Accurate,,,
73961,64750.0,418.6364359999998,2H,Smart pass,64.0,90.0,98.0,91.0,Adolfo Abdiel,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Machado,,,,,Panama,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Through,Not accurate,,,,
95084,64773.0,608.7672299999999,2H,Corner,100.0,100.0,94.0,64.0,Ghilane,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Chaalali,Hamdi ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Nagguez,,Tunisia,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Key pass,High,Accurate,,,
73956,64866.0,957.6454329999997,2H,Smart pass,79.0,50.0,83.0,54.0,Na\u00efm,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. Sliti,,,,Dijon FCO,Tunisia,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Through,Not accurate,,,,
88785,64926.0,1218.316103,2H,Smart pass,87.0,24.0,94.0,33.0,Anice,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Badri,Oussama,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",O. Haddadi,,Tunisia,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Through,Accurate,,,,
99601,64927.0,1219.8257400000002,2H,Cross,94.0,33.0,97.0,57.0,Oussama,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",O. Haddadi,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,Dijon FCO,Tunisia,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Assist,Left foot,Accurate,,,
88784,65153.0,2211.678594,2H,Smart pass,66.0,73.0,82.0,64.0,Hamdi ,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",H. Nagguez,Wahbi,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Khazri,,Tunisia,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Through,Accurate,,,,
73960,65224.0,2510.6336709999996,2H,Smart pass,84.0,87.0,98.0,71.0,Abdiel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Arroyo,,,,,Panama,2018-06-28 18:00:00,Group G,"Panama - Tunisia, 1 - 2",Through,Not accurate,,,,
88818,65389.0,263.998871,1H,Smart pass,83.0,4.0,95.0,29.0,Maciej,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Rybus,Kamil,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. Grosicki,,Poland,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Through,Accurate,,,,
20455,65448.0,510.18179899999996,1H,Smart pass,61.0,11.0,89.0,12.0,Piotr,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Zieli\u0144ski,Kamil,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. Grosicki,SSC Napoli,Poland,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Accurate,,,,,
88819,65578.0,966.054292,1H,Smart pass,60.0,8.0,92.0,21.0,Maciej,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Rybus,Kamil,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. Grosicki,,Poland,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Through,Accurate,,,,
99646,65605.0,1072.831348,1H,Simple pass,55.0,28.0,88.0,34.0,Youssouf,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Y. Sabaly,M'Baye Babacar,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Niang,FC Girondins de Bordeaux,Senegal,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Key pass,Counter attack,Accurate,,,
101592,65622.0,1153.106701,1H,Cross,75.0,32.0,92.0,58.0,Piotr,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Zieli\u0144ski,Kamil,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. Grosicki,SSC Napoli,Poland,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Key pass,Left foot,High,Accurate,,
88822,65721.0,1513.893274,1H,Smart pass,74.0,25.0,90.0,45.0,M'Baye Babacar,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Niang,Mame Biram,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Diouf,Torino FC,Senegal,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Through,Accurate,,,,
59617,65751.0,1613.3257319999998,1H,Smart pass,90.0,10.0,84.0,15.0,Sadio,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Man\u00e9,,,,Liverpool FC,Senegal,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Not accurate,,,,,
74063,65755.0,1620.9360940000001,1H,Smart pass,86.0,27.0,87.0,28.0,M'Baye Babacar,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Niang,,,,Torino FC,Senegal,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Through,Not accurate,,,,
74056,65939.0,2296.435738,1H,Smart pass,70.0,27.0,99.0,26.0,Piotr,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Zieli\u0144ski,,,,SSC Napoli,Poland,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Through,Not accurate,,,,
95103,65986.0,2498.293848,1H,Corner,100.0,100.0,92.0,47.0,M'Baye Babacar,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Niang,Salif,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",S. San\u00e9,Torino FC,Senegal,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Key pass,High,Accurate,,,
74059,66095.0,33.36771899999985,2H,Smart pass,75.0,4.0,93.0,31.0,Sadio,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Man\u00e9,,,,Liverpool FC,Senegal,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Through,Not accurate,,,,
88823,66176.0,373.82142999999996,2H,Smart pass,72.0,7.0,99.0,23.0,M'Baye Babacar,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Niang,Youssouf,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Y. Sabaly,Torino FC,Senegal,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Through,Accurate,,,,
89494,66177.0,376.46796099999983,2H,Simple pass,99.0,23.0,89.0,40.0,Youssouf,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Y. Sabaly,Sadio,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Man\u00e9,FC Girondins de Bordeaux,Senegal,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Key pass,Accurate,,,,
20712,66244.0,694.7661859999998,2H,Smart pass,78.0,0.0,85.0,35.0,Youssouf,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Y. Sabaly,,,,FC Girondins de Bordeaux,Senegal,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Accurate,,,,,
74067,66301.0,1063.7843149999999,2H,Smart pass,42.0,71.0,63.0,51.0,Cheikh,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. N'Doye,,,,Angers SCO,Senegal,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Through,Not accurate,,,,
74054,66305.0,1075.5310200000004,2H,Smart pass,80.0,86.0,96.0,86.0,\u0141ukasz,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",\u0141. Piszczek,,,,BV Borussia 09 Dortmund,Poland,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Through,Not accurate,,,,
99617,66420.0,1476.477836,2H,Cross,95.0,77.0,94.0,53.0,\u0141ukasz,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",\u0141. Piszczek,Arkadiusz,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Milik,BV Borussia 09 Dortmund,Poland,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Key pass,Right foot,Accurate,,,
59641,66457.0,1610.0481849999996,2H,Smart pass,73.0,1.0,78.0,29.0,M'Baye Babacar,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Niang,,,,Torino FC,Senegal,2018-06-19 15:00:00,Group H,"Poland - Senegal, 1 - 2",Not accurate,,,,,
